Genus,species,Strain,FileName,Marine,Ome,Taxa,PennateCentric,PennateCentric_citekey,Rad1_um,Rad2_um,Rad3_um,Rad_ref,Rad_citekey,Flagella,Flagella_citekey,GenomeSize_mbp,GeneModels_count,Genome_ref,Genome_citekey,Database,AccessionInfo,LiveLink,Latitude,Longitude,LogLat_ref,LogLat_citekey,ColonySpecies,Colony_citekey,ColonyCitation_other,Notes
Prorocentrum,minimum,CCMP2233,Prorocentrum_minimum_CCMP2233-aa-trans,yes,Transcriptome,Dinoflagellate,,,9,9,9.5,https://ncma.bigelow.org/ccmp1329#.XzwsypNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,88621,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Prorocentrum-minimum-CCMP2233/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Prorocentrum-minimum-CCMP2233/,38.59,-75.10,https://ncma.bigelow.org/ccmp2233#.XzwtUJNKi3I,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/4106,
Rhodella,maculata,CCMP736,Rhodella_maculata_CCMP736-aa-trans,yes,Transcriptome,Red,,,5.75,5.75,5.75,https://ncma.bigelow.org/ccmp736#.XzwuvJNKi3I,[@re3data.orgBigelowNationalCenter2017],no,,1,20890,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Rhodella-maculata-CCMP736/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Rhodella-maculata-CCMP736/,51.53,0.70,https://ncma.bigelow.org/ccmp736#.XzwuvJNKi3I,[@re3data.orgBigelowNationalCenter2017],,,,
Paraphysomonas,imperforata,CCMP1604,Paraphysomonas_imperforata_CCMP1604-aa-gen,yes,Genome,Chrysophyte,,,3.25,3.25,3.25,https://ncma.bigelow.org/ccmp1604#.Xzw9VpNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@thomsenUltrastructuralSurveyChrysophycean1975],67.19,17326,JGI,,JGI,"Paraphysomonas imperforata CCMP1604 v1.4: Project: 1011391, Parimp1_4_GeneCatalog_proteins_20180208.aa.fasta.gz",https://phycocosm.jgi.doe.gov/Parimp1_4/Parimp1_4.home.html,22.75,-158.00,https://ncma.bigelow.org/ccmp1604#.Xzw9VpNKi3I,[@re3data.orgBigelowNationalCenter2017],,,,
Paraphysomonas,imperforata,CCMP1604,Paraphysomonas_imperforata_CCMP1604-dna-trans,yes,Transcriptome,Chrysophyte,,,3.25,3.25,3.25,https://ncma.bigelow.org/ccmp1604#.Xzw9VpNKi3I,[@re3data.orgBigelowNationalCenter2017],yes,[@thomsenUltrastructuralSurveyChrysophycean1975],1,0,JGI,,JGI,"Paraphysomonas imperforata CCMP1604 v1.4: Project: 1011391, Parimp1_4_GeneCatalog_transcripts_20180208.nt.fasta.gz",https://phycocosm.jgi.doe.gov/Parimp1_4/Parimp1_4.home.html,22.75,-158.00,https://ncma.bigelow.org/ccmp1604#.Xzw9VpNKi3I,[@re3data.orgBigelowNationalCenter2017],,,,
Chattonella,antiqua,-,Chattonella_antiqua-aa-trans,yes,Transcriptome,Raphidophyte,,,14,14,48,,[@demuraTaxonomicRevisionChattonella2009],no,[@demuraTaxonomicRevisionChattonella2009],1,39031,,[@shikataRNASeqAnalysisReveals2019],NIBB,Translated contigs,http://hab.nibb.ac.jp/,,,,,,,,
Heterocapsa,circularisquama,-,Heterocapsa_circularisquama-aa-trans,yes,Transcriptome,Dinoflagellate,,,8.65,8.65,11.95,,[@horiguchiHeterocapsaCircularisquamaSp1995],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,71125,,[@shikataRNASeqAnalysisReveals2019],NIBB,Translated contigs,http://hab.nibb.ac.jp/,,,,,,,,
Seminavis,robusta,D6,Seminavis_robusta_D6-aa-gen,yes,Genome,Diatom,Pennate,[@chepurnovSearchNewTractable2008],3,3,15,,[@chepurnovSearchNewTractable2008],no,[@chepurnovSearchNewTractable2008],125.57,37455,JGI,[@osuna-cruzSeminavisRobustaGenome2020],JGI,Seminavis robusta D6,Seminavis robusta D6: Semro1_GeneCatalog_proteins_20200811.aa.fasta.gz,,,,,,,,
Baffinella,sp.,CCMP2293,Cryptophyceae_sp_CCMP2293-aa-gen,yes,Genome,Cryptophyte,,,2.25,2.25,4.5,https://ncma.bigelow.org/CCMP2293?quantity=1,[@re3data.orgBigelowNationalCenter2017],yes,,534.37,33051,,[@lovejoySmallPlanktonicSingle2010],JGI,Cryptophyceae sp. CCMP2293 v1.0,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Crypto2293_1,78.59,-74.49,https://ncma.bigelow.org/CCMP2293,[@re3data.orgBigelowNationalCenter2017],,,,
Baffinella,sp.,CCMP2293,Cryptophyceae_sp_CCMP2293-dna-trans,yes,Transcriptome,Cryptophyte,,,2.25,2.25,4.5,https://ncma.bigelow.org/CCMP2293?quantity=1,[@re3data.orgBigelowNationalCenter2017],yes,,1,0,,[@lovejoySmallPlanktonicSingle2010],JGI,Cryptophyceae sp. CCMP2293 v1.0,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Crypto2293_1,78.59,-74.49,https://ncma.bigelow.org/CCMP2293,[@re3data.orgBigelowNationalCenter2017],,,,
Nitzschia,inconspicua,GAI-293,Nitzschia_inconspicua_GAI293-aa-gen,yes,Genome,Diatom,Pennate,[@oliverDiploidGenomicArchitecture2021],2,2,3.75,,[@oliverDiploidGenomicArchitecture2021],no,[@nanjappaDiatomFlagellarGenes2017],99.71,38785,,[@oliverDiploidGenomicArchitecture2021],NCBI,GCA_019154785.2,https://www.ncbi.nlm.nih.gov/genome/104419,,,,,,,,
Nitzschia,inconspicua,GAI-293,Nitzschia_inconspicua_GAI293-dna-trans,yes,Transcriptome,Diatom,Pennate,[@oliverDiploidGenomicArchitecture2021],2,2,3.75,,[@oliverDiploidGenomicArchitecture2021],no,[@nanjappaDiatomFlagellarGenes2017],1,0,,[@oliverDiploidGenomicArchitecture2021],JGI,Nitzschia inconspicua GAI-293 v2.0: Nithil2_ExternalModels_transcripts_20201125.nt.fasta.gz,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Nithil2,,,,,,,,
Kryptoperidinium,foliaceum,CCMP1326,Kryptoperidinium_foliaceum_CCMP1326-aa-trans,yes,Transcriptome,Dinoflagellate,,,12.25,12.25,13.25,,[@figueroaLifeHistoryCell2009],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,172694,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Kryptoperidinium-foliaceum-CCMP1326.pep.fa,ftp://ftp.imicrobe.us/camera/combined_assemblies/,32.83,-117.27,[@moldrupLossPhototaxisDegeneration2013],[@moldrupLossPhototaxisDegeneration2013],,,,
Thalassionema,nitzschioides,L26_B,Thalassionema_nitzschioides_L26_B-aa-trans,yes,Transcriptome,Diatom,Pennate,[@phytopediaPhytoPediaPhytoplankton2012],2.5,2.75,30,https://www.eoas.ubc.ca/research/phytoplankton/diatoms/pennate/thalassionema/t_nitzschioides.html,[@phytopediaPhytoPediaPhytoplankton2012],no,[@nanjappaDiatomFlagellarGenes2017],1,19904,,[@keelingMarineMicrobialEukaryote2014],iMicrobe,Thalassionema-nitzschioides-L26_B.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,,1,[@hasleMarinePlanktonicDiatom2001],https://doi.org/10.1080/0269249X.2001.9705509,
Picochlorum,sp.,SENEW3,Picochlorum_sp._SENEW3-aa-gen,yes,Genome,Green,,,1.25,1.25,1.25,,[@foflonkerGenomeHalotolerantGreen2015],no,,13.47,7014,,[@foflonkerGenomicAnalysisPicochlorum2018],Cyanophora,Picochlorum_SENEW3_v2.0,http://cyanophora.rutgers.edu/picochlorum/,33.00,-117.27,[@wangMicroalgalAssemblagesPoikilohaline2014],,0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/6906,Also known as Picochlorum SE3
Picochlorum,oculata,UTEXLB1998,Picochlorum_oculata_UTEXLB1998-aa-gen,yes,Genome,Green,,,1,1,1,,[@oliveiraMagneticStimulationGrowth2017],no,[@oliveiraMagneticStimulationGrowth2017],14.52,6340,,[@foflonkerGenomicAnalysisPicochlorum2018],Cyanophora,Picochlorum_oculata,http://cyanophora.rutgers.edu/picochlorum/,37.24,-76.50,[@foflonkerGenomicAnalysisPicochlorum2018],,,,,
Picochlorum,sp.,NBRC102739,Picochlorum_sp._NBRC102739-aa-gen,yes,Genome,Green,,,1.25,1.25,1.25,,[@foflonkerGenomeHalotolerantGreen2015],no,,22.76,12018,,[@foflonkerGenomicAnalysisPicochlorum2018],Cyanophora,Picochlorum_NBRC102739,http://cyanophora.rutgers.edu/picochlorum/,,,,,0,[@vaulotRoscoffCultureCollection2004],https://roscoff-culture-collection.org/rcc-strain-details/6905,Formerly known as Picochlorum (Nannochloris) MBIC10091
Diacronema,lutheri,NIVA-4/92,Diacronema_lutheri_NIVA492-aa-gen,yes,Genome,Haptophyte,,,2.5,2.5,2.5,,[@hulattGenomeHaptophyteDiacronema2021],yes,[@hulattGenomeHaptophyteDiacronema2021],30.889,14446,,[@hulattGenomeHaptophyteDiacronema2021],NCBI,MSCA_Paluth_1.1,https://www.ncbi.nlm.nih.gov/genome/97098,59.29,10.57,https://norcca.scrol.net/strain/niva-492,,,,,
Chaetoceros,tenuissimus,NIES-3715,Chaetoceros_tenuissimus_NIES3715-aa-gen,yes,Genome,Diatom,Centric,,2.5,2.5,2.5,,[@hongoGenomeDiatomChaetoceros2021],no,,41.154,18866,,[@hongoGenomeDiatomChaetoceros2021],NCBI,Cten210_1.0,https://www.ncbi.nlm.nih.gov/genome/110089,34.63,135.04,https://mcc.nies.go.jp/strainList.do?lang=en&strainId=3713&strainNumberEn=NIES-3715,,0,,https://mcc.nies.go.jp/strainList.do?lang=en&strainId=3713&strainNumberEn=NIES-3715,
Vitrella,brassicaformis,CCMP3155,Vitrella_brassicaformis_CCMP3155-aa-gen,yes,Genome,Chromerid,,,12.5,12.5,12.5,https://ncma.bigelow.org/CCMP3155,[@re3data.orgBigelowNationalCenter2017],yes,[@fussyBuddingAlveolateAlga2017],72.7,23034,,[@wooChromeridGenomesReveal2015],NCBI,GCA_001179505.1,https://www.ncbi.nlm.nih.gov/genome/13390,-23.50,152.00,https://ncma.bigelow.org/CCMP3155,[@re3data.orgBigelowNationalCenter2017],1,[@obornikMorphologyUltrastructureLife2012],https://www.sciencedirect.com/science/article/pii/S1434461011000939?via%3Dihub,
Chromera,velia,CCMP2878,Chromera_velia_CCMP2878-aa-gen,yes,Genome,Chromerid,,,3,3,3,https://ncma.bigelow.org/CCMP2878,[@re3data.orgBigelowNationalCenter2017],yes,https://www.nies.go.jp/chiiki1/protoz/morpho/flagella/chromera.htm,193.89,24133,,[@wooChromeridGenomesReveal2015],JGI,Chromera velia CCMP2878: Chrveli1_GeneCatalog_proteins_20200809.aa.fasta.gz,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Chrveli1,-33.84,151.28,https://ncma.bigelow.org/CCMP2878,[@re3data.orgBigelowNationalCenter2017],,,,
Chloropicon,primus,CCMP1205,Chloropicon_primus_CCMP1205-aa-gen,yes,Genome,Green,,,2,2,2,https://ncma.bigelow.org/CCMP1205,[@re3data.orgBigelowNationalCenter2017],no,[@lemieuxStreamlinedPredominantlyDiploid2019],17.4,8327,,[@lemieuxStreamlinedPredominantlyDiploid2019],JGI,Chloropicon primus CCMP1205: Chlpri1_GeneCatalog_genes_20200307.gff.gz,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Chlpri1,,,,,,,,
